file,candidate_table,status,reason
ai-academy/prompts/ai-academy-prompt-compare-options.json,ai_prompts,SIMULATED_IMPORT,Existing target table found
ai-academy/prompts/ai-academy-prompt-debug-code.json,ai_prompts,SIMULATED_IMPORT,Existing target table found
ai-academy/prompts/ai-academy-prompt-draft-email.json,ai_prompts,SIMULATED_IMPORT,Existing target table found
ai-academy/prompts/ai-academy-prompt-explain-concept-2.json,ai_prompts,SIMULATED_IMPORT,Existing target table found
ai-academy/prompts/ai-academy-prompt-explain-concept.json,ai_prompts,SIMULATED_IMPORT,Existing target table found
ai-academy/prompts/ai-academy-prompt-extract-keywords.json,ai_prompts,SIMULATED_IMPORT,Existing target table found
ai-academy/prompts/ai-academy-prompt-fact-check.json,ai_prompts,SIMULATED_IMPORT,Existing target table found
ai-academy/prompts/ai-academy-prompt-fix-code.json,ai_prompts,SIMULATED_IMPORT,Existing target table found
ai-academy/prompts/ai-academy-prompt-generate-quiz.json,ai_prompts,SIMULATED_IMPORT,Existing target table found
ai-academy/prompts/ai-academy-prompt-generate-scenarios.json,ai_prompts,SIMULATED_IMPORT,Existing target table found
ai-academy/prompts/ai-academy-prompt-improve-prompt.json,ai_prompts,SIMULATED_IMPORT,Existing target table found
ai-academy/prompts/ai-academy-prompt-job-interview.json,ai_prompts,SIMULATED_IMPORT,Existing target table found
ai-academy/prompts/ai-academy-prompt-meal-plan.json,ai_prompts,SIMULATED_IMPORT,Existing target table found
ai-academy/prompts/ai-academy-prompt-plan-project.json,ai_prompts,SIMULATED_IMPORT,Existing target table found
ai-academy/prompts/ai-academy-prompt-problem-solving.json,ai_prompts,SIMULATED_IMPORT,Existing target table found
ai-academy/prompts/ai-academy-prompt-rewrite-clarity.json,ai_prompts,SIMULATED_IMPORT,Existing target table found
ai-academy/prompts/ai-academy-prompt-rewrite-formal.json,ai_prompts,SIMULATED_IMPORT,Existing target table found
ai-academy/prompts/ai-academy-prompt-roleplay-interview.json,ai_prompts,SIMULATED_IMPORT,Existing target table found
ai-academy/prompts/ai-academy-prompt-study-plan.json,ai_prompts,SIMULATED_IMPORT,Existing target table found
ai-academy/prompts/ai-academy-prompt-study-schedule.json,ai_prompts,SIMULATED_IMPORT,Existing target table found
ai-academy/prompts/ai-academy-prompt-summarize-article.json,ai_prompts,SIMULATED_IMPORT,Existing target table found
ai-academy/prompts/ai-academy-prompt-summarize-document.json,ai_prompts,SIMULATED_IMPORT,Existing target table found
ai-academy/prompts/ai-academy-prompt-translate-text-2.json,ai_prompts,SIMULATED_IMPORT,Existing target table found
ai-academy/prompts/ai-academy-prompt-translate-text.json,ai_prompts,SIMULATED_IMPORT,Existing target table found
ai-academy/prompts/ai-academy-prompt-write-email.json,ai_prompts,SIMULATED_IMPORT,Existing target table found
ai-academy/prompts/ai-academy-prompt-write-outline.json,ai_prompts,SIMULATED_IMPORT,Existing target table found
ai-academy/resources/ai-academy-resource-ai-ethics-guidelines.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/resources/ai-academy-resource-ai-safety-fundamentals.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/resources/ai-academy-resource-ai-study-planner.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/resources/ai-academy-resource-ai-tools-directory.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/resources/ai-academy-resource-anthropic-alignment.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/resources/ai-academy-resource-ar-ai-community.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/resources/ai-academy-resource-canva-magic-studio.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/resources/ai-academy-resource-chatgpt-2.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/resources/ai-academy-resource-chatgpt.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/resources/ai-academy-resource-claude-ai.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/resources/ai-academy-resource-claude.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/resources/ai-academy-resource-code-assistant.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/resources/ai-academy-resource-coursera-ai-for-everyone.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/resources/ai-academy-resource-deepl.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/resources/ai-academy-resource-deeplearning-ai.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/resources/ai-academy-resource-fact-checking-tool.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/resources/ai-academy-resource-gemini.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/resources/ai-academy-resource-github-copilot.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/resources/ai-academy-resource-google-gemini.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/resources/ai-academy-resource-hallucination-checker.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/resources/ai-academy-resource-hugging-face-course.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/resources/ai-academy-resource-hugging-face.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/resources/ai-academy-resource-midjourney-2.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/resources/ai-academy-resource-midjourney.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/resources/ai-academy-resource-openai-docs.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/resources/ai-academy-resource-perplexity-2.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/resources/ai-academy-resource-perplexity.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/resources/ai-academy-resource-prompt-engineering-guide.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/resources/ai-academy-resource-prompt-library-repo.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/resources/ai-academy-resource-research-assistant-ai.json,ai_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/lessons/ai-academy-lesson-advanced-prompting.md,ai_lessons,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/lessons/ai-academy-lesson-ai-ethics.md,ai_lessons,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/lessons/ai-academy-lesson-ai-for-study-2.md,ai_lessons,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/lessons/ai-academy-lesson-ai-for-study.md,ai_lessons,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/lessons/ai-academy-lesson-ai-for-work-2.md,ai_lessons,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/lessons/ai-academy-lesson-ai-for-work.md,ai_lessons,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/lessons/ai-academy-lesson-ai-hallucination.md,ai_lessons,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/lessons/ai-academy-lesson-detecting-hallucinations.md,ai_lessons,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/lessons/ai-academy-lesson-evaluating-models.md,ai_lessons,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/lessons/ai-academy-lesson-future-of-ai.md,ai_lessons,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/lessons/ai-academy-lesson-how-to-prompt.md,ai_lessons,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/lessons/ai-academy-lesson-independent-learning.md,ai_lessons,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/lessons/ai-academy-lesson-intro-to-ai-2.md,ai_lessons,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/lessons/ai-academy-lesson-intro-to-ai.md,ai_lessons,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/lessons/ai-academy-lesson-prompt-engineering-basics.md,ai_lessons,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/lessons/ai-academy-lesson-prompt-libraries.md,ai_lessons,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/lessons/ai-academy-lesson-rag-basics.md,ai_lessons,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/lessons/ai-academy-lesson-safe-ai.md,ai_lessons,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/lessons/ai-academy-lesson-safety-and-security.md,ai_lessons,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
ai-academy/lessons/ai-academy-lesson-workflow-automation.md,ai_lessons,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/glossary/automation-glossary-action-2.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-action.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-aggregator.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-ai-assisted-automation-2.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-ai-assisted-automation.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-api-2.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-api.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-approval-workflow.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-automation-safety.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-automation-testing.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-business-process-automation-2.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-business-process-automation.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-conditional-logic.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-conditions.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-data-mapping-2.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-data-mapping.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-error-handling-2.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-error-handling.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-execution-log.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-fallback.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-google-apps-script-2.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-google-apps-script.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-integration.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-iterator.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-json.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-looping.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-make-2.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-make.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-n8n-2.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-n8n.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-node.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-payload.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-polling-2.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-polling.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-power-automate-2.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-power-automate.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-process-documentation.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-rate-limit.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-rate-limiting.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-retry-mechanism.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-trigger-2.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-trigger.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-variable.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-webhook-2.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-webhook.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-workflow-automation-2.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-workflow-automation.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-workflow-documentation.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-zapier-2.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/glossary/automation-glossary-zapier.json,automation_glossary,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-ai-integration-automation.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-api-data-structuring.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-array-iteration-logic.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-automated-periodic-report.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-automation-documentation-strategy.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-automation-for-beginners.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-automation-tools-comparison.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-crm-billing-integration.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-customer-support-automation.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-data-cleaning-automation.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-debug-n8n.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-error-handling-best.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-explain-webhooks.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-gas-email-script.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-gas-sort-emails.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-ideas-marketing.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-internal-approval-workflow.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-json-schema.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-make-alternatives.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-n8n-workflow-review.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-onboarding.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-python-api-error-handling.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-regex-data.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-routine-tasks-ideas.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-sales-automation-design.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-slack-teams-alert.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-social-media-automation.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-webhook-error-handling.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-zapier-crm.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/prompts/automation-prompt-zapier-to-make-migration.json,automation_prompts,SIMULATED_IMPORT,Existing target table found
automation/resources/automation-resource-ai-automation-trends.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/resources/automation-resource-ai-automation.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/resources/automation-resource-api-security-best-practices.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/resources/automation-resource-apis-beginners.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/resources/automation-resource-automate-io-alt.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/resources/automation-resource-automating-business-processes.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/resources/automation-resource-automation-safety.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/resources/automation-resource-automation-testing-frameworks.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/resources/automation-resource-cloud-computing-intro.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/resources/automation-resource-cron-job-syntax.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/resources/automation-resource-data-mapping-basics.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/resources/automation-resource-error-handling-best-practices.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/resources/automation-resource-gas-guide-2.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/resources/automation-resource-gas-guide.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/resources/automation-resource-http-status-codes.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/resources/automation-resource-json-guide.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/resources/automation-resource-make-academy-2.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/resources/automation-resource-make-academy.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/resources/automation-resource-n8n-docs.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/resources/automation-resource-n8n-documentation.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/resources/automation-resource-oauth2-simplified.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/resources/automation-resource-power-automate-docs.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/resources/automation-resource-power-automate-learn.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/resources/automation-resource-regex-data-extraction.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/resources/automation-resource-rest-api-tutorial.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/resources/automation-resource-retry-policies-guide.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/resources/automation-resource-webhooks-explained-2.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/resources/automation-resource-webhooks-explained.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/resources/automation-resource-zapier-blog.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/resources/automation-resource-zapier-university.json,automation_resources,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/lessons/automation-lesson-ai-automation-intro.md,automation_lessons,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/lessons/automation-lesson-ai-in-automation.md,automation_lessons,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
automation/lessons/automation-lesson-api-basics-automation.md,automation_lessons,SKIPPED_DUE_TO_MISSING_TABLE,Target table does not exist in schema
