portal,content_type,file_path,issue_code,severity,field,current_value_sample,expected_rule,recommended_fix_type,notes
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-alignment.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-alignment.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-alignment.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-alignment.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-alignment.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-automation.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-automation.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-automation.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-automation.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-automation.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-bias-in-ai.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-bias-in-ai.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-bias-in-ai.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-bias-in-ai.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-bias-in-ai.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-chain-of-thought.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-chain-of-thought.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-chain-of-thought.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-chain-of-thought.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-chain-of-thought.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-context-window.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-context-window.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-context-window.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-context-window.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-context-window.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-embedding.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-embedding.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-embedding.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-embedding.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-embedding.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-emergent-abilities.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-emergent-abilities.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-emergent-abilities.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-emergent-abilities.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-emergent-abilities.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-fact-checking.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-fact-checking.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-fact-checking.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-fact-checking.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-fact-checking.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-few-shot-prompting.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-few-shot-prompting.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-few-shot-prompting.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-few-shot-prompting.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-few-shot-prompting.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-fine-tuning.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-fine-tuning.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-fine-tuning.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-fine-tuning.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-fine-tuning.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-generative-ai.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-generative-ai.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-generative-ai.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-generative-ai.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-generative-ai.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-hallucination.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-hallucination.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-hallucination.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-hallucination.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-hallucination.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-inference.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-inference.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-inference.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-inference.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-inference.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-llm.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-llm.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-llm.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-llm.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-llm.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-multimodal-ai.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-multimodal-ai.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-multimodal-ai.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-multimodal-ai.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-multimodal-ai.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-output-formatting.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-output-formatting.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-output-formatting.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-output-formatting.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-output-formatting.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-over-reliance.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-over-reliance.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-over-reliance.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-over-reliance.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-over-reliance.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-persona-pattern.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-persona-pattern.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-persona-pattern.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-persona-pattern.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-persona-pattern.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-prompt-engineering.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-prompt-engineering.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-prompt-engineering.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-prompt-engineering.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-prompt-engineering.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-prompt-evaluation.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-prompt-evaluation.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-prompt-evaluation.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-prompt-evaluation.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-prompt-evaluation.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-prompt-library.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-prompt-library.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-prompt-library.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-prompt-library.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-prompt-library.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-rag.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-rag.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-rag.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-rag.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-rag.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-semantic-search.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-semantic-search.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-semantic-search.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-semantic-search.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-semantic-search.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
ai-academy,glossary,ai-academy/glossary/ai-academy-glossary-system-prompt.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
