table,record_id,source_path,fields_generated,fields_skipped_due_to_missing_db_columns,slug_handling,excerpt_ar_handling,status_guard,sql_update_generated,reason
ai_lessons,ai-academy-lesson-advanced-prompting,content-source/_normalized\ai-academy\lessons\ai-academy-lesson-advanced-prompting.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
ai_lessons,ai-academy-lesson-intro-to-ai-2,content-source/_normalized\ai-academy\lessons\ai-academy-lesson-intro-to-ai-2.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
ai_lessons,ai-academy-lesson-intro-to-ai,content-source/_normalized\ai-academy\lessons\ai-academy-lesson-intro-to-ai.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
ai_lessons,ai-academy-lesson-prompt-engineering-basics,content-source/_normalized\ai-academy\lessons\ai-academy-lesson-prompt-engineering-basics.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
ai_lessons,ai-academy-lesson-prompt-libraries,content-source/_normalized\ai-academy\lessons\ai-academy-lesson-prompt-libraries.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
ai_lessons,ai-academy-lesson-rag-basics,content-source/_normalized\ai-academy\lessons\ai-academy-lesson-rag-basics.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
ai_lessons,ai-academy-lesson-safe-ai,content-source/_normalized\ai-academy\lessons\ai-academy-lesson-safe-ai.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
ai_lessons,ai-academy-lesson-safety-and-security,content-source/_normalized\ai-academy\lessons\ai-academy-lesson-safety-and-security.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
ai_lessons,ai-academy-lesson-workflow-automation,content-source/_normalized\ai-academy\lessons\ai-academy-lesson-workflow-automation.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-ai-ethics-guidelines,content-source/_normalized\ai-academy\resources\ai-academy-resource-ai-ethics-guidelines.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-ai-safety-fundamentals,content-source/_normalized\ai-academy\resources\ai-academy-resource-ai-safety-fundamentals.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-ai-study-planner,content-source/_normalized\ai-academy\resources\ai-academy-resource-ai-study-planner.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-ai-tools-directory,content-source/_normalized\ai-academy\resources\ai-academy-resource-ai-tools-directory.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-anthropic-alignment,content-source/_normalized\ai-academy\resources\ai-academy-resource-anthropic-alignment.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-ar-ai-community,content-source/_normalized\ai-academy\resources\ai-academy-resource-ar-ai-community.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-canva-magic-studio,content-source/_normalized\ai-academy\resources\ai-academy-resource-canva-magic-studio.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-chatgpt-2,content-source/_normalized\ai-academy\resources\ai-academy-resource-chatgpt-2.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-chatgpt,content-source/_normalized\ai-academy\resources\ai-academy-resource-chatgpt.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-claude-ai,content-source/_normalized\ai-academy\resources\ai-academy-resource-claude-ai.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-claude,content-source/_normalized\ai-academy\resources\ai-academy-resource-claude.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-code-assistant,content-source/_normalized\ai-academy\resources\ai-academy-resource-code-assistant.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-coursera-ai-for-everyone,content-source/_normalized\ai-academy\resources\ai-academy-resource-coursera-ai-for-everyone.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-deepl,content-source/_normalized\ai-academy\resources\ai-academy-resource-deepl.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-deeplearning-ai,content-source/_normalized\ai-academy\resources\ai-academy-resource-deeplearning-ai.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-fact-checking-tool,content-source/_normalized\ai-academy\resources\ai-academy-resource-fact-checking-tool.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-gemini,content-source/_normalized\ai-academy\resources\ai-academy-resource-gemini.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-github-copilot,content-source/_normalized\ai-academy\resources\ai-academy-resource-github-copilot.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-google-gemini,content-source/_normalized\ai-academy\resources\ai-academy-resource-google-gemini.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-hallucination-checker,content-source/_normalized\ai-academy\resources\ai-academy-resource-hallucination-checker.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-hugging-face-course,content-source/_normalized\ai-academy\resources\ai-academy-resource-hugging-face-course.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-hugging-face,content-source/_normalized\ai-academy\resources\ai-academy-resource-hugging-face.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-midjourney-2,content-source/_normalized\ai-academy\resources\ai-academy-resource-midjourney-2.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-midjourney,content-source/_normalized\ai-academy\resources\ai-academy-resource-midjourney.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-openai-docs,content-source/_normalized\ai-academy\resources\ai-academy-resource-openai-docs.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-perplexity-2,content-source/_normalized\ai-academy\resources\ai-academy-resource-perplexity-2.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-perplexity,content-source/_normalized\ai-academy\resources\ai-academy-resource-perplexity.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-prompt-engineering-guide,content-source/_normalized\ai-academy\resources\ai-academy-resource-prompt-engineering-guide.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-prompt-library-repo,content-source/_normalized\ai-academy\resources\ai-academy-resource-prompt-library-repo.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
ai_resources,ai-academy-resource-research-assistant-ai,content-source/_normalized\ai-academy\resources\ai-academy-resource-research-assistant-ai.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_lessons,automation-lesson-ai-automation-intro,content-source/_normalized\automation\lessons\automation-lesson-ai-automation-intro.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
automation_lessons,automation-lesson-ai-in-automation,content-source/_normalized\automation\lessons\automation-lesson-ai-in-automation.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
automation_lessons,automation-lesson-api-basics-automation,content-source/_normalized\automation\lessons\automation-lesson-api-basics-automation.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
automation_lessons,automation-lesson-automation-documentation-testing,content-source/_normalized\automation\lessons\automation-lesson-automation-documentation-testing.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
automation_lessons,automation-lesson-automation-security-data-privacy,content-source/_normalized\automation\lessons\automation-lesson-automation-security-data-privacy.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
automation_lessons,automation-lesson-bpa-case-study,content-source/_normalized\automation\lessons\automation-lesson-bpa-case-study.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
automation_lessons,automation-lesson-building-approval-workflow,content-source/_normalized\automation\lessons\automation-lesson-building-approval-workflow.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
automation_lessons,automation-lesson-data-mapping-between-apps,content-source/_normalized\automation\lessons\automation-lesson-data-mapping-between-apps.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
automation_lessons,automation-lesson-error-handling-automation,content-source/_normalized\automation\lessons\automation-lesson-error-handling-automation.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
automation_lessons,automation-lesson-error-handling,content-source/_normalized\automation\lessons\automation-lesson-error-handling.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
automation_lessons,automation-lesson-intro-automation-thinking,content-source/_normalized\automation\lessons\automation-lesson-intro-automation-thinking.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
automation_lessons,automation-lesson-intro-automation,content-source/_normalized\automation\lessons\automation-lesson-intro-automation.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
automation_lessons,automation-lesson-intro-google-apps-script,content-source/_normalized\automation\lessons\automation-lesson-intro-google-apps-script.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
automation_lessons,automation-lesson-make-zapier-n8n-comparison,content-source/_normalized\automation\lessons\automation-lesson-make-zapier-n8n-comparison.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
automation_lessons,automation-lesson-retries-and-fallbacks,content-source/_normalized\automation\lessons\automation-lesson-retries-and-fallbacks.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
automation_lessons,automation-lesson-triggers-actions,content-source/_normalized\automation\lessons\automation-lesson-triggers-actions.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
automation_lessons,automation-lesson-understanding-triggers-actions,content-source/_normalized\automation\lessons\automation-lesson-understanding-triggers-actions.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
automation_lessons,automation-lesson-webhooks-explained,content-source/_normalized\automation\lessons\automation-lesson-webhooks-explained.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
automation_lessons,automation-lesson-webhooks-integration,content-source/_normalized\automation\lessons\automation-lesson-webhooks-integration.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
automation_lessons,automation-lesson-zapier-vs-make,content-source/_normalized\automation\lessons\automation-lesson-zapier-vs-make.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-ai-automation-trends,content-source/_normalized\automation\resources\automation-resource-ai-automation-trends.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-ai-automation,content-source/_normalized\automation\resources\automation-resource-ai-automation.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-api-security-best-practices,content-source/_normalized\automation\resources\automation-resource-api-security-best-practices.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-apis-beginners,content-source/_normalized\automation\resources\automation-resource-apis-beginners.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-automate-io-alt,content-source/_normalized\automation\resources\automation-resource-automate-io-alt.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-automating-business-processes,content-source/_normalized\automation\resources\automation-resource-automating-business-processes.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-automation-safety,content-source/_normalized\automation\resources\automation-resource-automation-safety.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-automation-testing-frameworks,content-source/_normalized\automation\resources\automation-resource-automation-testing-frameworks.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-cloud-computing-intro,content-source/_normalized\automation\resources\automation-resource-cloud-computing-intro.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-cron-job-syntax,content-source/_normalized\automation\resources\automation-resource-cron-job-syntax.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-data-mapping-basics,content-source/_normalized\automation\resources\automation-resource-data-mapping-basics.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-error-handling-best-practices,content-source/_normalized\automation\resources\automation-resource-error-handling-best-practices.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-gas-guide-2,content-source/_normalized\automation\resources\automation-resource-gas-guide-2.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-gas-guide,content-source/_normalized\automation\resources\automation-resource-gas-guide.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-http-status-codes,content-source/_normalized\automation\resources\automation-resource-http-status-codes.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-json-guide,content-source/_normalized\automation\resources\automation-resource-json-guide.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-make-academy-2,content-source/_normalized\automation\resources\automation-resource-make-academy-2.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-make-academy,content-source/_normalized\automation\resources\automation-resource-make-academy.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-n8n-docs,content-source/_normalized\automation\resources\automation-resource-n8n-docs.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-n8n-documentation,content-source/_normalized\automation\resources\automation-resource-n8n-documentation.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-oauth2-simplified,content-source/_normalized\automation\resources\automation-resource-oauth2-simplified.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-power-automate-docs,content-source/_normalized\automation\resources\automation-resource-power-automate-docs.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-power-automate-learn,content-source/_normalized\automation\resources\automation-resource-power-automate-learn.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-regex-data-extraction,content-source/_normalized\automation\resources\automation-resource-regex-data-extraction.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-rest-api-tutorial,content-source/_normalized\automation\resources\automation-resource-rest-api-tutorial.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-retry-policies-guide,content-source/_normalized\automation\resources\automation-resource-retry-policies-guide.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-webhooks-explained-2,content-source/_normalized\automation\resources\automation-resource-webhooks-explained-2.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-webhooks-explained,content-source/_normalized\automation\resources\automation-resource-webhooks-explained.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-zapier-blog,content-source/_normalized\automation\resources\automation-resource-zapier-blog.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
automation_resources,automation-resource-zapier-university,content-source/_normalized\automation\resources\automation-resource-zapier-university.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_glossary,career-glossary-ai-tools,content-source/_normalized\career\glossary\career-glossary-ai-tools.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_glossary,career-glossary-ats-2,content-source/_normalized\career\glossary\career-glossary-ats-2.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_glossary,career-glossary-ats,content-source/_normalized\career\glossary\career-glossary-ats.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
